Far field
"Plane Wave Theta"[deg]	"FarField2 [dBsm]"	
5.30000000E+1	-3.41638479E+1	
5.35000000E+1	-4.36926021E+1	
5.40000000E+1	-4.48927112E+1	
5.45000000E+1	-3.54883936E+1	
5.50000000E+1	-3.14958868E+1	
5.55000000E+1	-2.91254499E+1	
5.60000000E+1	-2.75800511E+1	
5.65000000E+1	-2.65541525E+1	
5.70000000E+1	-2.58984575E+1	
5.75000000E+1	-2.55296130E+1	
5.80000000E+1	-2.53973263E+1	
5.85000000E+1	-2.54700884E+1	
5.90000000E+1	-2.57282617E+1	
5.95000000E+1	-2.61605567E+1	
6.00000000E+1	-2.67623000E+1	
6.05000000E+1	-2.75348359E+1	
6.10000000E+1	-2.84858554E+1	
6.15000000E+1	-2.96307676E+1	
6.20000000E+1	-3.09956235E+1	
6.25000000E+1	-3.26228526E+1	
6.30000000E+1	-3.45828942E+1	
6.35000000E+1	-3.70000739E+1	
6.40000000E+1	-4.01197509E+1	
6.45000000E+1	-4.45330690E+1	
6.50000000E+1	-5.24319394E+1	
6.55000000E+1	-6.16002919E+1	
6.60000000E+1	-4.90844463E+1	
6.65000000E+1	-4.47222309E+1	
6.70000000E+1	-4.22913655E+1	
6.75000000E+1	-4.07689927E+1	
6.80000000E+1	-3.97913161E+1	
6.85000000E+1	-3.91870657E+1	
6.90000000E+1	-3.88624086E+1	
6.95000000E+1	-3.87609532E+1	
7.00000000E+1	-3.88468309E+1	
7.05000000E+1	-3.90965688E+1	
7.10000000E+1	-3.94948416E+1	
7.15000000E+1	-4.00321496E+1	
7.20000000E+1	-4.07035567E+1	
7.25000000E+1	-4.15080965E+1	
7.30000000E+1	-4.24486741E+1	
7.35000000E+1	-4.35324388E+1	
7.40000000E+1	-4.47717281E+1	
7.45000000E+1	-4.61858604E+1	
7.50000000E+1	-4.78043880E+1	
7.55000000E+1	-4.96731550E+1	
7.60000000E+1	-5.18663654E+1	
7.65000000E+1	-5.45132997E+1	
7.70000000E+1	-5.78676090E+1	
7.75000000E+1	-6.25389258E+1	
7.80000000E+1	-7.07472124E+1	
7.85000000E+1	-7.73489931E+1	
7.90000000E+1	-6.70569929E+1	
7.95000000E+1	-6.30818338E+1	
8.00000000E+1	-6.09184911E+1	
8.05000000E+1	-5.96386330E+1	
8.10000000E+1	-5.89020953E+1	
8.15000000E+1	-5.85487038E+1	
8.20000000E+1	-5.84926382E+1	
8.25000000E+1	-5.86850882E+1	
8.30000000E+1	-5.90984953E+1	
8.35000000E+1	-5.97192420E+1	
8.40000000E+1	-6.05442670E+1	
8.45000000E+1	-6.15798937E+1	
8.50000000E+1	-6.28422983E+1	
8.55000000E+1	-6.43597129E+1	
8.60000000E+1	-6.61771607E+1	
8.65000000E+1	-6.83658146E+1	
8.70000000E+1	-7.10422579E+1	
8.75000000E+1	-7.44125518E+1	
8.80000000E+1	-7.88924501E+1	
8.85000000E+1	-8.55515939E+1	
8.90000000E+1	-9.94284458E+1	
8.95000000E+1	-1.00338729E+2	
9.00000000E+1	-1.00000000E+3	
